id,user_id,title,description,status,video_data,category_id,thumbnail,created_at,updated_at,published_at,views,rating_sum,rating_count
eLXfF4grYrl0,93241530-2b99-4e2e-8e9e-02db2e4b345a,Breezy Fireplace Haven,,published,"[{""volume"":65,""endTime"":16,""videoId"":""KwGNDJfSmFk"",""startTime"":1,""playbackSpeed"":1.3},{""volume"":83,""endTime"":146,""videoId"":""03HomOQeirg"",""startTime"":131,""playbackSpeed"":0.25},{""volume"":37,""endTime"":64,""videoId"":""1_9RzbkETVg"",""startTime"":52,""playbackSpeed"":1.4},{""volume"":28,""endTime"":32,""videoId"":""u01pQX7Bsp0"",""startTime"":23,""playbackSpeed"":0.5},{""volume"":68,""endTime"":172,""videoId"":""ZPGi2yBqdqw"",""startTime"":137,""playbackSpeed"":0.8},{""volume"":27,""endTime"":148,""videoId"":""yalgajSyYfU"",""startTime"":95,""playbackSpeed"":1.25}]",137,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2023-03-01 12:36:24.365+00,2023-03-16 22:01:34.475+00,2023-03-23 03:55:04.056+00,364,221,76
Jg0WHreIwjip,93241530-2b99-4e2e-8e9e-02db2e4b345a,Sunlit Garden Retreat,Perfect background ambiance for studying.,draft,"[{""volume"":20,""endTime"":30,""videoId"":""KwGNDJfSmFk"",""startTime"":16,""playbackSpeed"":1.1},{""volume"":73,""endTime"":157,""videoId"":""yalgajSyYfU"",""startTime"":117,""playbackSpeed"":0.8}]",0,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2023-12-03 15:59:36.039+00,2023-12-20 20:20:16.968+00,,0,0,0
JuMk8BfJ1hlP,93241530-2b99-4e2e-8e9e-02db2e4b345a,Gentle Evening Soundscape,Immerse yourself in this ambient soundscape.,published,"[{""volume"":76,""endTime"":29,""videoId"":""KwGNDJfSmFk"",""startTime"":17,""playbackSpeed"":1.6},{""volume"":59,""endTime"":61,""videoId"":""03HomOQeirg"",""startTime"":23,""playbackSpeed"":0.8},{""volume"":22,""endTime"":43,""videoId"":""u01pQX7Bsp0"",""startTime"":30,""playbackSpeed"":1.8},{""volume"":100,""endTime"":130,""videoId"":""yalgajSyYfU"",""startTime"":69,""playbackSpeed"":1.8},{""volume"":74,""endTime"":42,""videoId"":""1_9RzbkETVg"",""startTime"":25,""playbackSpeed"":0.55}]",184,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2024-05-05 07:58:10.770+00,2024-05-11 13:22:59.450+00,2024-05-14 05:35:10.652+00,4995,156,39
anXNlBCRysI7,93241530-2b99-4e2e-8e9e-02db2e4b345a,Golden Morning Retreat,A blend of nature and warmth.,published,"[{""volume"":23,""endTime"":173,""videoId"":""03HomOQeirg"",""startTime"":147,""playbackSpeed"":1.7},{""volume"":33,""endTime"":177,""videoId"":""ZPGi2yBqdqw"",""startTime"":22,""playbackSpeed"":1.8},{""volume"":96,""endTime"":29,""videoId"":""KwGNDJfSmFk"",""startTime"":19,""playbackSpeed"":1.7},{""volume"":25,""endTime"":156,""videoId"":""yalgajSyYfU"",""startTime"":108,""playbackSpeed"":1.2},{""volume"":20,""endTime"":63,""videoId"":""1_9RzbkETVg"",""startTime"":16,""playbackSpeed"":1.1},{""volume"":27,""endTime"":45,""videoId"":""u01pQX7Bsp0"",""startTime"":37,""playbackSpeed"":1.2}]",194,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2025-04-18 15:20:29.509+00,2025-05-05 02:22:36.623+00,2025-05-11 21:15:42.339+00,3336,339,193
1zP0zw7qc1QL,93241530-2b99-4e2e-8e9e-02db2e4b345a,Breezy Garden Escape,Turn your space into a serene retreat.,published,"[{""volume"":49,""endTime"":97,""videoId"":""yalgajSyYfU"",""startTime"":33,""playbackSpeed"":0.95},{""volume"":33,""endTime"":28,""videoId"":""KwGNDJfSmFk"",""startTime"":23,""playbackSpeed"":0.85},{""volume"":45,""endTime"":44,""videoId"":""u01pQX7Bsp0"",""startTime"":36,""playbackSpeed"":0.25},{""volume"":42,""endTime"":28,""videoId"":""1_9RzbkETVg"",""startTime"":16,""playbackSpeed"":1.05},{""volume"":54,""endTime"":150,""videoId"":""ZPGi2yBqdqw"",""startTime"":99,""playbackSpeed"":0.25},{""volume"":24,""endTime"":120,""videoId"":""03HomOQeirg"",""startTime"":70,""playbackSpeed"":1.05}]",100,https://img.youtube.com//vi/yalgajSyYfU/mqdefault.jpg,2024-11-06 20:47:40.118+00,2024-11-18 17:11:35.455+00,2024-11-25 06:02:12.162+00,431,270,161
NLXihTtvq7qY,93241530-2b99-4e2e-8e9e-02db2e4b345a,Quiet Dusk Mood,Immerse yourself in this ambient soundscape.,draft,"[{""volume"":90,""endTime"":33,""videoId"":""KwGNDJfSmFk"",""startTime"":14,""playbackSpeed"":1.3},{""volume"":44,""endTime"":147,""videoId"":""yalgajSyYfU"",""startTime"":94,""playbackSpeed"":1.95},{""volume"":26,""endTime"":175,""videoId"":""ZPGi2yBqdqw"",""startTime"":94,""playbackSpeed"":1.55},{""volume"":75,""endTime"":174,""videoId"":""03HomOQeirg"",""startTime"":79,""playbackSpeed"":1.75},{""volume"":89,""endTime"":57,""videoId"":""1_9RzbkETVg"",""startTime"":24,""playbackSpeed"":1.25}]",0,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2025-03-21 02:49:55.584+00,2025-04-08 20:02:17.585+00,,0,0,0
xqt6mlSEwwpd,93241530-2b99-4e2e-8e9e-02db2e4b345a,Rainy Balcony Haven,A relaxing mix of sounds for focus and calm.,draft,"[{""volume"":87,""endTime"":56,""videoId"":""1_9RzbkETVg"",""startTime"":21,""playbackSpeed"":1.45},{""volume"":47,""endTime"":186,""videoId"":""ZPGi2yBqdqw"",""startTime"":162,""playbackSpeed"":1.8},{""volume"":70,""endTime"":22,""videoId"":""KwGNDJfSmFk"",""startTime"":3,""playbackSpeed"":1.65}]",0,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-04-18 11:25:53.372+00,2025-04-20 10:53:18.321+00,,0,0,0
fKSM3Ekelu4N,93241530-2b99-4e2e-8e9e-02db2e4b345a,Foggy Evening Escape,A relaxing mix of sounds for focus and calm.,draft,"[{""volume"":69,""endTime"":170,""videoId"":""03HomOQeirg"",""startTime"":72,""playbackSpeed"":1.85},{""volume"":80,""endTime"":138,""videoId"":""yalgajSyYfU"",""startTime"":14,""playbackSpeed"":0.95},{""volume"":74,""endTime"":36,""videoId"":""u01pQX7Bsp0"",""startTime"":29,""playbackSpeed"":0.75}]",0,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2026-02-02 19:19:17.914+00,2026-02-20 18:29:41.807+00,,0,0,0
gcixo9PbOXWA,93241530-2b99-4e2e-8e9e-02db2e4b345a,Cozy Study Mood,Let these sounds transport you somewhere peaceful.,published,"[{""volume"":35,""endTime"":108,""videoId"":""ZPGi2yBqdqw"",""startTime"":22,""playbackSpeed"":0.4},{""volume"":83,""endTime"":51,""videoId"":""u01pQX7Bsp0"",""startTime"":7,""playbackSpeed"":1.15}]",169,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2024-01-23 08:59:32.444+00,2024-02-15 02:30:32.250+00,2024-02-16 03:28:46.906+00,12215,443,120
8xS2Cl8W8I6K,93241530-2b99-4e2e-8e9e-02db2e4b345a,Sunlit Cabin Vibes,A blend of nature and warmth.,published,"[{""volume"":97,""endTime"":108,""videoId"":""yalgajSyYfU"",""startTime"":74,""playbackSpeed"":1.6},{""volume"":35,""endTime"":33,""videoId"":""KwGNDJfSmFk"",""startTime"":24,""playbackSpeed"":0.75},{""volume"":20,""endTime"":38,""videoId"":""1_9RzbkETVg"",""startTime"":32,""playbackSpeed"":1.75},{""volume"":50,""endTime"":51,""videoId"":""u01pQX7Bsp0"",""startTime"":12,""playbackSpeed"":1.45},{""volume"":44,""endTime"":173,""videoId"":""03HomOQeirg"",""startTime"":133,""playbackSpeed"":1.5},{""volume"":36,""endTime"":174,""videoId"":""ZPGi2yBqdqw"",""startTime"":153,""playbackSpeed"":1.8}]",119,https://img.youtube.com//vi/yalgajSyYfU/mqdefault.jpg,2024-05-25 02:17:11.251+00,2024-06-07 18:38:16.921+00,2024-06-11 09:10:03.424+00,2749,427,141
PyacJI4ptB3Q,93241530-2b99-4e2e-8e9e-02db2e4b345a,Gentle Cabin Mood,Perfect background ambiance for studying.,published,"[{""volume"":24,""endTime"":147,""videoId"":""ZPGi2yBqdqw"",""startTime"":111,""playbackSpeed"":1.3},{""volume"":83,""endTime"":173,""videoId"":""03HomOQeirg"",""startTime"":60,""playbackSpeed"":1.45},{""volume"":30,""endTime"":48,""videoId"":""1_9RzbkETVg"",""startTime"":25,""playbackSpeed"":1.8},{""volume"":49,""endTime"":30,""videoId"":""u01pQX7Bsp0"",""startTime"":23,""playbackSpeed"":1.1},{""volume"":74,""endTime"":146,""videoId"":""yalgajSyYfU"",""startTime"":122,""playbackSpeed"":0.8},{""volume"":56,""endTime"":33,""videoId"":""KwGNDJfSmFk"",""startTime"":24,""playbackSpeed"":0.7}]",142,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2023-07-14 09:57:20.491+00,2023-08-05 07:03:52.483+00,2023-08-05 15:08:09.876+00,8986,209,164
9ofDfE5M26KB,93241530-2b99-4e2e-8e9e-02db2e4b345a,Ambient Lakeside Mood,A blend of nature and warmth.,draft,"[{""volume"":93,""endTime"":50,""videoId"":""u01pQX7Bsp0"",""startTime"":3,""playbackSpeed"":1},{""volume"":38,""endTime"":9,""videoId"":""1_9RzbkETVg"",""startTime"":4,""playbackSpeed"":0.85},{""volume"":90,""endTime"":146,""videoId"":""ZPGi2yBqdqw"",""startTime"":96,""playbackSpeed"":0.95},{""volume"":77,""endTime"":11,""videoId"":""KwGNDJfSmFk"",""startTime"":0,""playbackSpeed"":1.4},{""volume"":22,""endTime"":108,""videoId"":""yalgajSyYfU"",""startTime"":91,""playbackSpeed"":1.55}]",0,https://img.youtube.com//vi/u01pQX7Bsp0/mqdefault.jpg,2025-11-17 05:37:48.394+00,2025-12-13 20:37:20.893+00,,0,0,0
HzDhXkKLw3hK,93241530-2b99-4e2e-8e9e-02db2e4b345a,Warm Library Retreat,A blend of nature and warmth.,published,"[{""volume"":39,""endTime"":20,""videoId"":""KwGNDJfSmFk"",""startTime"":10,""playbackSpeed"":0.8},{""volume"":23,""endTime"":180,""videoId"":""ZPGi2yBqdqw"",""startTime"":121,""playbackSpeed"":1.2},{""volume"":24,""endTime"":160,""videoId"":""03HomOQeirg"",""startTime"":139,""playbackSpeed"":1.05},{""volume"":78,""endTime"":29,""videoId"":""1_9RzbkETVg"",""startTime"":19,""playbackSpeed"":1.95}]",163,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2025-12-09 17:13:58.234+00,2025-12-15 01:21:44.490+00,2025-12-16 18:30:12.265+00,1350,882,184
3CvQe71drHq3,93241530-2b99-4e2e-8e9e-02db2e4b345a,Cozy Fireplace Mood,This is a description,draft,"[{""volume"":51,""endTime"":34,""videoId"":""KwGNDJfSmFk"",""startTime"":19,""playbackSpeed"":0.65},{""volume"":99,""endTime"":61,""videoId"":""1_9RzbkETVg"",""startTime"":54,""playbackSpeed"":1.65},{""volume"":28,""endTime"":101,""videoId"":""yalgajSyYfU"",""startTime"":41,""playbackSpeed"":0.6},{""volume"":21,""endTime"":125,""videoId"":""ZPGi2yBqdqw"",""startTime"":63,""playbackSpeed"":0.5},{""volume"":51,""endTime"":180,""videoId"":""03HomOQeirg"",""startTime"":155,""playbackSpeed"":0.85},{""volume"":31,""endTime"":43,""videoId"":""u01pQX7Bsp0"",""startTime"":12,""playbackSpeed"":1.9}]",0,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2025-01-28 07:47:53.842+00,2025-02-25 17:57:58.104+00,,0,0,0
1osL1Vagqwru,93241530-2b99-4e2e-8e9e-02db2e4b345a,Ambient Balcony Soundscape,Ideal for meditation and relaxation.,published,"[{""volume"":75,""endTime"":164,""videoId"":""03HomOQeirg"",""startTime"":74,""playbackSpeed"":1.4},{""volume"":81,""endTime"":157,""videoId"":""yalgajSyYfU"",""startTime"":144,""playbackSpeed"":0.45}]",102,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2026-06-06 15:58:43.903+00,2026-06-08 11:04:15.300+00,2026-06-14 03:34:28.568+00,5462,257,177
OMh9K3KmiVkw,93241530-2b99-4e2e-8e9e-02db2e4b345a,Rainy Lodge Haven,Wind down with this soothing combination.,published,"[{""volume"":100,""endTime"":49,""videoId"":""1_9RzbkETVg"",""startTime"":30,""playbackSpeed"":1.4},{""volume"":65,""endTime"":140,""videoId"":""03HomOQeirg"",""startTime"":54,""playbackSpeed"":1.6},{""volume"":58,""endTime"":153,""videoId"":""yalgajSyYfU"",""startTime"":148,""playbackSpeed"":1.75},{""volume"":76,""endTime"":28,""videoId"":""KwGNDJfSmFk"",""startTime"":9,""playbackSpeed"":1.85},{""volume"":90,""endTime"":43,""videoId"":""u01pQX7Bsp0"",""startTime"":19,""playbackSpeed"":1.3},{""volume"":86,""endTime"":71,""videoId"":""ZPGi2yBqdqw"",""startTime"":16,""playbackSpeed"":0.6}]",109,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-03-20 18:51:12.469+00,2025-04-02 22:10:21.269+00,2025-04-05 01:14:29.860+00,1990,506,159
tOTcURRZ2cJh,93241530-2b99-4e2e-8e9e-02db2e4b345a,Mystic Rainfall Atmosphere,Crafted for comfort and concentration.,published,"[{""volume"":31,""endTime"":131,""videoId"":""03HomOQeirg"",""startTime"":93,""playbackSpeed"":0.3},{""volume"":87,""endTime"":27,""videoId"":""KwGNDJfSmFk"",""startTime"":11,""playbackSpeed"":0.55},{""volume"":28,""endTime"":50,""videoId"":""u01pQX7Bsp0"",""startTime"":30,""playbackSpeed"":1},{""volume"":22,""endTime"":187,""videoId"":""ZPGi2yBqdqw"",""startTime"":8,""playbackSpeed"":0.4},{""volume"":90,""endTime"":57,""videoId"":""1_9RzbkETVg"",""startTime"":48,""playbackSpeed"":1.2},{""volume"":81,""endTime"":153,""videoId"":""yalgajSyYfU"",""startTime"":138,""playbackSpeed"":0.65}]",152,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2026-10-22 04:36:08.738+00,2026-11-03 09:10:19.676+00,2026-11-06 22:37:50.853+00,2764,618,134
mYfrJ8wCA2uB,93241530-2b99-4e2e-8e9e-02db2e4b345a,Rainy Library Soundscape,Turn your space into a serene retreat.,draft,"[{""volume"":30,""endTime"":28,""videoId"":""u01pQX7Bsp0"",""startTime"":3,""playbackSpeed"":0.7},{""volume"":35,""endTime"":188,""videoId"":""ZPGi2yBqdqw"",""startTime"":157,""playbackSpeed"":0.25},{""volume"":83,""endTime"":128,""videoId"":""03HomOQeirg"",""startTime"":120,""playbackSpeed"":0.8},{""volume"":81,""endTime"":66,""videoId"":""1_9RzbkETVg"",""startTime"":52,""playbackSpeed"":1.9}]",0,https://img.youtube.com//vi/u01pQX7Bsp0/mqdefault.jpg,2026-10-23 17:34:18.228+00,2026-11-07 11:40:18.987+00,,0,0,0
OO7ugCRYU6Ao,93241530-2b99-4e2e-8e9e-02db2e4b345a,Golden Dusk Retreat,A cozy atmosphere to help you unwind.,published,"[{""volume"":78,""endTime"":27,""videoId"":""KwGNDJfSmFk"",""startTime"":4,""playbackSpeed"":1.9},{""volume"":37,""endTime"":155,""videoId"":""yalgajSyYfU"",""startTime"":139,""playbackSpeed"":1.95},{""volume"":48,""endTime"":34,""videoId"":""u01pQX7Bsp0"",""startTime"":2,""playbackSpeed"":1.4}]",115,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2023-11-20 23:41:15.845+00,2023-12-15 04:51:10.419+00,2023-12-16 02:47:00.070+00,202,67,29
CdSAD1Y8i9Zw,93241530-2b99-4e2e-8e9e-02db2e4b345a,Rainy Cabin Vibes,Designed to reduce stress and boost creativity.,published,"[{""volume"":57,""endTime"":14,""videoId"":""1_9RzbkETVg"",""startTime"":8,""playbackSpeed"":1.05},{""volume"":58,""endTime"":113,""videoId"":""ZPGi2yBqdqw"",""startTime"":41,""playbackSpeed"":1.2}]",104,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2024-05-25 11:40:39.998+00,2024-06-07 10:00:26.665+00,2024-06-12 00:01:46.810+00,9879,101,72
qcm0DQjdMS4E,93241530-2b99-4e2e-8e9e-02db2e4b345a,Foggy Lakeside Retreat,Crafted for comfort and concentration.,published,"[{""volume"":66,""endTime"":38,""videoId"":""1_9RzbkETVg"",""startTime"":31,""playbackSpeed"":0.35},{""volume"":30,""endTime"":49,""videoId"":""u01pQX7Bsp0"",""startTime"":39,""playbackSpeed"":1.95},{""volume"":24,""endTime"":25,""videoId"":""KwGNDJfSmFk"",""startTime"":14,""playbackSpeed"":0.45},{""volume"":61,""endTime"":103,""videoId"":""03HomOQeirg"",""startTime"":82,""playbackSpeed"":0.75},{""volume"":51,""endTime"":157,""videoId"":""yalgajSyYfU"",""startTime"":101,""playbackSpeed"":0.7}]",141,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2026-01-09 22:21:40.859+00,2026-02-06 00:42:09.535+00,2026-02-12 23:49:40.077+00,7044,367,77
fycuLMLhb2CH,93241530-2b99-4e2e-8e9e-02db2e4b345a,Cozy Campfire Lounge,A blend of nature and warmth.,published,"[{""volume"":34,""endTime"":88,""videoId"":""ZPGi2yBqdqw"",""startTime"":56,""playbackSpeed"":0.25},{""volume"":23,""endTime"":46,""videoId"":""1_9RzbkETVg"",""startTime"":27,""playbackSpeed"":0.55},{""volume"":57,""endTime"":148,""videoId"":""yalgajSyYfU"",""startTime"":98,""playbackSpeed"":1.8},{""volume"":88,""endTime"":178,""videoId"":""03HomOQeirg"",""startTime"":167,""playbackSpeed"":1.6},{""volume"":42,""endTime"":46,""videoId"":""u01pQX7Bsp0"",""startTime"":24,""playbackSpeed"":1.4},{""volume"":92,""endTime"":25,""videoId"":""KwGNDJfSmFk"",""startTime"":3,""playbackSpeed"":1.95}]",149,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2025-02-11 04:45:41.314+00,2025-02-23 07:02:25.756+00,2025-02-27 10:09:25.770+00,5864,165,33
FsMoJvIhW7d9,93241530-2b99-4e2e-8e9e-02db2e4b345a,Foggy Cottage Soundscape,Ideal for meditation and relaxation.,published,"[{""volume"":83,""endTime"":75,""videoId"":""03HomOQeirg"",""startTime"":41,""playbackSpeed"":1.3},{""volume"":76,""endTime"":24,""videoId"":""u01pQX7Bsp0"",""startTime"":8,""playbackSpeed"":0.35},{""volume"":72,""endTime"":30,""videoId"":""KwGNDJfSmFk"",""startTime"":23,""playbackSpeed"":1.75},{""volume"":56,""endTime"":134,""videoId"":""ZPGi2yBqdqw"",""startTime"":63,""playbackSpeed"":1.55},{""volume"":77,""endTime"":58,""videoId"":""1_9RzbkETVg"",""startTime"":40,""playbackSpeed"":0.9}]",195,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2024-08-27 19:56:34.353+00,2024-09-22 01:43:03.123+00,2024-09-26 13:13:17.373+00,9399,324,141
3pPWquhFw6Ra,93241530-2b99-4e2e-8e9e-02db2e4b345a,Foggy Garden Escape,Let these sounds transport you somewhere peaceful.,published,"[{""volume"":21,""endTime"":18,""videoId"":""1_9RzbkETVg"",""startTime"":12,""playbackSpeed"":0.3},{""volume"":99,""endTime"":144,""videoId"":""03HomOQeirg"",""startTime"":37,""playbackSpeed"":0.35},{""volume"":31,""endTime"":33,""videoId"":""u01pQX7Bsp0"",""startTime"":2,""playbackSpeed"":1},{""volume"":44,""endTime"":23,""videoId"":""yalgajSyYfU"",""startTime"":9,""playbackSpeed"":1.2},{""volume"":92,""endTime"":146,""videoId"":""ZPGi2yBqdqw"",""startTime"":125,""playbackSpeed"":1.75},{""volume"":25,""endTime"":27,""videoId"":""KwGNDJfSmFk"",""startTime"":21,""playbackSpeed"":1.1}]",173,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2025-09-01 19:01:03.226+00,2025-09-18 17:48:16.564+00,2025-09-19 03:32:11.773+00,10002,98,46
ZIlXay6FOSGl,93241530-2b99-4e2e-8e9e-02db2e4b345a,Gentle Café,Designed to reduce stress and boost creativity.,published,"[{""volume"":70,""endTime"":38,""videoId"":""u01pQX7Bsp0"",""startTime"":28,""playbackSpeed"":1.8},{""volume"":72,""endTime"":59,""videoId"":""1_9RzbkETVg"",""startTime"":54,""playbackSpeed"":1.7}]",106,https://img.youtube.com//vi/u01pQX7Bsp0/mqdefault.jpg,2024-12-09 05:05:21.882+00,2024-12-25 12:24:33.095+00,2024-12-30 16:12:52.858+00,13385,222,59
kuF3xYorcc0h,93241530-2b99-4e2e-8e9e-02db2e4b345a,Ambient Cabin Lounge,Great for reading or deep work sessions.,published,"[{""volume"":78,""endTime"":168,""videoId"":""ZPGi2yBqdqw"",""startTime"":115,""playbackSpeed"":0.25},{""volume"":55,""endTime"":43,""videoId"":""1_9RzbkETVg"",""startTime"":7,""playbackSpeed"":0.5},{""volume"":56,""endTime"":46,""videoId"":""u01pQX7Bsp0"",""startTime"":39,""playbackSpeed"":1.15},{""volume"":26,""endTime"":144,""videoId"":""yalgajSyYfU"",""startTime"":122,""playbackSpeed"":0.9}]",149,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2025-10-04 05:22:09.518+00,2025-10-28 02:47:49.576+00,2025-11-02 02:50:51.259+00,13039,349,80
AAKnk6vKSNMi,93241530-2b99-4e2e-8e9e-02db2e4b345a,Peaceful Balcony Escape,Sit back and let the ambiance take over.,published,"[{""volume"":58,""endTime"":58,""videoId"":""1_9RzbkETVg"",""startTime"":31,""playbackSpeed"":0.8},{""volume"":33,""endTime"":26,""videoId"":""KwGNDJfSmFk"",""startTime"":10,""playbackSpeed"":1.15},{""volume"":67,""endTime"":40,""videoId"":""u01pQX7Bsp0"",""startTime"":26,""playbackSpeed"":1.7}]",120,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2026-06-18 06:16:42.855+00,2026-07-12 13:15:05.164+00,2026-07-16 15:36:06.649+00,5606,54,11
J2Z4yIeqRhM3,93241530-2b99-4e2e-8e9e-02db2e4b345a,Mellow Cabin Vibes,Crafted for comfort and concentration.,published,"[{""volume"":33,""endTime"":78,""videoId"":""yalgajSyYfU"",""startTime"":25,""playbackSpeed"":1.8},{""volume"":93,""endTime"":114,""videoId"":""ZPGi2yBqdqw"",""startTime"":96,""playbackSpeed"":1.25},{""volume"":56,""endTime"":45,""videoId"":""u01pQX7Bsp0"",""startTime"":31,""playbackSpeed"":0.25},{""volume"":39,""endTime"":21,""videoId"":""KwGNDJfSmFk"",""startTime"":7,""playbackSpeed"":0.3}]",142,https://img.youtube.com//vi/yalgajSyYfU/mqdefault.jpg,2026-07-01 02:36:46.267+00,2026-07-04 09:26:50.525+00,2026-07-10 19:07:40.265+00,9483,352,187
POFvcuQXxklS,93241530-2b99-4e2e-8e9e-02db2e4b345a,Twilight Study Haven,Ideal for meditation and relaxation.,draft,"[{""volume"":33,""endTime"":41,""videoId"":""1_9RzbkETVg"",""startTime"":31,""playbackSpeed"":0.3},{""volume"":77,""endTime"":117,""videoId"":""ZPGi2yBqdqw"",""startTime"":67,""playbackSpeed"":0.95},{""volume"":79,""endTime"":49,""videoId"":""u01pQX7Bsp0"",""startTime"":31,""playbackSpeed"":1.3},{""volume"":65,""endTime"":153,""videoId"":""03HomOQeirg"",""startTime"":87,""playbackSpeed"":0.65},{""volume"":82,""endTime"":34,""videoId"":""KwGNDJfSmFk"",""startTime"":20,""playbackSpeed"":1.7},{""volume"":28,""endTime"":147,""videoId"":""yalgajSyYfU"",""startTime"":108,""playbackSpeed"":1.15}]",0,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2026-09-25 04:41:08.685+00,2026-09-30 04:28:04.751+00,,0,0,0
vDGoxAREyJmP,93241530-2b99-4e2e-8e9e-02db2e4b345a,Ambient Garden Haven,A cozy atmosphere to help you unwind.,published,"[{""volume"":57,""endTime"":147,""videoId"":""03HomOQeirg"",""startTime"":91,""playbackSpeed"":1.2},{""volume"":46,""endTime"":19,""videoId"":""KwGNDJfSmFk"",""startTime"":12,""playbackSpeed"":1.1}]",103,https://img.youtube.com//vi/03HomOQeirg/mqdefault.jpg,2025-11-01 14:18:54.720+00,2025-11-27 10:27:04.416+00,2025-12-03 11:52:04.128+00,2550,8,6
4FuD8XXbkrLX,93241530-2b99-4e2e-8e9e-02db2e4b345a,Soft Study,Wind down with this soothing combination.,published,"[{""volume"":32,""endTime"":12,""videoId"":""KwGNDJfSmFk"",""startTime"":7,""playbackSpeed"":1.2},{""volume"":60,""endTime"":41,""videoId"":""u01pQX7Bsp0"",""startTime"":36,""playbackSpeed"":1.6},{""volume"":91,""endTime"":58,""videoId"":""1_9RzbkETVg"",""startTime"":44,""playbackSpeed"":1.45},{""volume"":62,""endTime"":178,""videoId"":""ZPGi2yBqdqw"",""startTime"":170,""playbackSpeed"":1.85}]",193,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2024-02-16 11:07:05.297+00,2024-03-06 07:09:34.951+00,2024-03-12 17:01:49.898+00,13261,137,112
IBuA3qnSx9U8,93241530-2b99-4e2e-8e9e-02db2e4b345a,Serene Lakeside Mood,Designed to reduce stress and boost creativity.,published,"[{""volume"":92,""endTime"":62,""videoId"":""1_9RzbkETVg"",""startTime"":54,""playbackSpeed"":0.25},{""volume"":53,""endTime"":152,""videoId"":""03HomOQeirg"",""startTime"":106,""playbackSpeed"":1.9},{""volume"":63,""endTime"":153,""videoId"":""yalgajSyYfU"",""startTime"":123,""playbackSpeed"":0.55}]",197,https://img.youtube.com//vi/1_9RzbkETVg/mqdefault.jpg,2023-01-17 23:00:40.338+00,2023-02-08 00:06:27.591+00,2023-02-08 12:54:30.950+00,323,77,21
osBigMiehTJs,93241530-2b99-4e2e-8e9e-02db2e4b345a,Stormy Study Lounge,Layered sounds for a warm evening in.,published,"[{""volume"":74,""endTime"":14,""videoId"":""KwGNDJfSmFk"",""startTime"":1,""playbackSpeed"":1.5},{""volume"":21,""endTime"":120,""videoId"":""yalgajSyYfU"",""startTime"":112,""playbackSpeed"":0.8},{""volume"":40,""endTime"":170,""videoId"":""03HomOQeirg"",""startTime"":158,""playbackSpeed"":1.05},{""volume"":66,""endTime"":53,""videoId"":""1_9RzbkETVg"",""startTime"":48,""playbackSpeed"":0.85},{""volume"":88,""endTime"":127,""videoId"":""ZPGi2yBqdqw"",""startTime"":103,""playbackSpeed"":1.45}]",103,https://img.youtube.com//vi/KwGNDJfSmFk/mqdefault.jpg,2024-11-13 17:10:23.147+00,2024-12-04 01:29:16.166+00,2024-12-08 16:48:54.338+00,44,234,108
KSJcXji4uMP6,93241530-2b99-4e2e-8e9e-02db2e4b345a,Soft Night Ambiance,Background sounds for a productive day.,published,"[{""volume"":98,""endTime"":122,""videoId"":""ZPGi2yBqdqw"",""startTime"":39,""playbackSpeed"":0.45},{""volume"":40,""endTime"":62,""videoId"":""1_9RzbkETVg"",""startTime"":9,""playbackSpeed"":0.95},{""volume"":35,""endTime"":26,""videoId"":""u01pQX7Bsp0"",""startTime"":4,""playbackSpeed"":1.85},{""volume"":74,""endTime"":172,""videoId"":""03HomOQeirg"",""startTime"":162,""playbackSpeed"":0.65}]",187,https://img.youtube.com//vi/ZPGi2yBqdqw/mqdefault.jpg,2026-09-08 00:03:14.592+00,2026-09-26 13:54:55.584+00,2026-09-28 06:03:23.416+00,1017,379,127
